text,Emotion_Label
@mahranalsudi انتم اكبر حصار ع اليمن يا الحوثيين,['Disgust']
@MT_FiveM مادري ليه احس بيفكو الباند من الكل,['Anticipation']
@BallaithAl سلمت ابو وليد انا على يقين ان كل اكاذيبهم سيتم فضحها و سيعلم الجميع حجم التلاعب الذي مارسه هؤلاء في نتائج قبائلهم قبل القبائل الأخرى,"['Disgust', 'Anticipation', 'Trust']"
تجدد عقد اللاعب الي انت تطالب فيه ولما ينصاب تسبسب بالادارة ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ يساتر يالعقلية,['Disgust']
الواحد صحى على احلى خبر والله مع السلامه يا مختل يبن الوسخه,"['Joy', 'Disgust']"
@DhyTfaht هلا وسهلا فيك احلى تفاحة نورتي كلبي,['Love']
@gorgeous4ew يحسبون الوظيفه فله وفلوس ماتدري انها ٦ اشهر وتدور تكوه البيت,['Disgust']
@TrendEPL نادي ي@ودي، ان شاء الله طول عمرهم ماشمون بطولة,['Optimisim']
ياخي بضحكوااا عاملين مؤتمر عشان يقضوا ع المقاومة بنفس الوقت صارت عملية وفطسوا تنين 😭😭😭😭,"['Joy', 'Disgust']"
وش صار في الفديو فير و قاحه المصور و لقافته https://t.co/RLXcYyAlc6,['Disgust']
"@rayalhaddad شعار الثنائي كان وما زال "" لكل عميل متل بشير ، حبيب الشرتوني "" .. دير بالك ع خيّك",['Disgust']
RT @Nohe_Bokep: لبوه مسحيه تعرض لعشيقها وعيالها وجوزها نايمين - الجزء الاول -,['No emotions']
@ElBanna صن من مصلحته خروج الاهلي يعني هيحارب عشان يصعد الهلال ي ناصح,['Trust']
@sokvuawh نعم ويجيك تافه يقول الصامدين شسويتو😡,['Disgust']
@Twfik140 والعقال اللي على راسه ذا يكشخ به يعني ؛ لعنبوك لوطها بالعقال لين تعض الارض,['Disgust']
لـو كُنـت أقل إندفاعاً وأكثر حـذراً لما سقطت على رأسك بهذا الوحل,['No emotions']
@meretbetah امال الحجاب اللي على راسك جبتيه منين؟ والحروف العربي اللي تكتبيهم منين؟ مع اني ما فهمت كلاكي وكيناكومب بس حاب اوضح ان المصريين كل من احتلهم لبسوا لبسه زي الطربوش التركي والجلابية والعمة العربية وحتى البرقع اللي تقولين انه مصري (مع ان الفراعنة ما عرفوا البرقع) تأثيرنا عليكم واضح.,['Trust']
RT @Shon_Bokep: فتاة عربية كبيرة الصدر مع حبيبها هو الحب في السيارة #sَُex #seَُxy #سَُــكَُـسَُ #سكُُس_عرُُُبي,['No emotions']
@shb55a هههههههههههههههههههههههههههههههههههههههههههههههه لييت يفوز الهلال ويجلطهم🤣,['Optimisim']
RT @egyEagle_: اتحدوا يا شعب مصر كفايه ذل #السيسي_خلاها_مجاعه #حشد_المحافظات_بدا,"['Disgust', 'Trust']"
@AbdalrhmanGab11 @MalcomX56797032 بفلوسهم يا باشا مش منة لا منك ولا من حكومتك اللي عايشين بالخيام في الدول التانية فقراء سوريا اللي ممعمش فلوس توديهم ابعد من المكان اللي هما فية,"['Disgust', 'Trust']"
RT @AhbMesh: @ALMRISEUL وش قلنا عن اللي يعتذر مرغمًا.؟ 🤣 إلقم يا نادل يا سبيكة 🤣 https://t.co/3g9RNifTvm,['Disgust']
RT @eew_ppl: عايزة احظر الاكس الخول خلاص عايزة اسمع تجارب بنات حظروهو ونفعت معاهم ونسوهو,['Love']
نحذر من تبعات لقاء العقبة وندعو السلطة لمقاطعته #فريق_مجاهدون #قمة_العار #قمة_العقبة_خيانة https://t.co/G4gYAxxRJJ,['No emotions']
@AmalFa1 خصوصا محلل الطرمس جوني المصير وعندك عالم الغيب وما وراء البحار والانهار سالم كهرمان وفي التافهين المبتدئين يلي بيطلعوا على كرخانة تحسين تيحللوا تحليل استظراطي .,['Disgust']
RT @nzihhh: ▪️معقوله ثمن اتهام منظومه رياضيه كامله من قبل لاعب اجنبي تسوى 60 الف ياذا الرخص !! #الهلال #تاليسكا,['Disgust']
@justsulltan @hamadmtn @DAMAC_CLUB @AlNassrFC طاقيه يتلكم ع العالم هزلت,['Disgust']
RT @khldld10: ابغى دب متين موجب فحل يركبني الحين انا سالب نحيف جيزان صبيا ابوعريش احد المسارحه صامطه,['No emotions']
ممحونه خلفي وامامي وين الجادين مشتهيه حيل احححححح مولعه..,['No emotions']
@MALHACHIMI والله اني كنت ، لكن تبين لي كمية القبح والنفاق الذي تحمله في داخلك ، كيف تهاجم محمد بن سلمان ، وتحاول شيطنته ولا ترى مايفعله بشار في شعبه من تعذيب وتهجير لم يسبق لها مثيل في التاريخ ، الا ترى ماتفعله المليشيات الايرانية في العراق وسوريا ، الا ترى فساد الحكومات في مصر وغيرها,['Disgust']
@lM_xxl @A_M___10 لاتحرفين التاريخ على كيفك الملك عبدالعزيز محنك ماوحدهاإلارجالنا وجداناوالقبايل يشهدون بهالشي وماتوا دونه واللي ساعده أخوه محمد بن عبدالرحمن آل سعود وابن رشيد احتل الكويت ولا قدر الصباح استرجاع الكويت الابمساعدة الإنجليز والملك عبدالعزيز قتل ابن رشيد واستعاد الحكم بدون مساعدةأحد🇸🇦,['Trust']
"""ابي كبيررة دبة مترهلة مشحممة كرشها طايح وديودها طايحين فيها عهىر ورخص تبي تخرجهم ب اوصخ الطرق ما يهم وش بيصير فيها او أي طلب ينطلب منها تيجي سنابي بكل سرية حتى اذا متزوجة و مطلقة و مطوعة سنابي aqoaqoaqo #معصيتي_رحتي #معصيتي_رIحتي #معصيتيي_رlحتي 63""",['No emotions']
#صباح_الخير وكل واحد يدور على جدودة فى اقدم صور محفوظة على جداران المعابد واحذية المصريين إعرف #اصلك يا واطى يا حقير https://t.co/XL8exmP9mC,['Disgust']
@Askmuhami تزووج لوتسلف قيمة المهر وخل الخبله عنك,['Disgust']
@devcilxxx @forcabarca_ar مركزك عاشر و مدعوس من دورتموند 😭😭😭😭😭😭😭💀,['Disgust']
@Naifalalasi ياخي شكل النصراورين مغسول مخهم! ولا فيه احد عاقل ومدرك يقول كذا؟؟؟؟,['Disgust']
@HanaeEster دبا واش رضائية ولا اغتصاب ماتحمقوناش؟!!!! واش مشان معاه للفندق من بعد الديسكو باش يعلمها الطيب الطاجين !!!!!,['Disgust']
سهرات❤قواده❤جراره❤بنات ❤دبي❤عجمان ❤رقص❤فله❤وناسه❤امامي❤خلفي❤ عمات❤سحاقيات💞00971556810892 https://t.co/MBGag4zk2B,['No emotions']
@my_problem1 مآفيها شي انتي اخترتي تكوني ب طريق الرخص والذل والاهانه,['Disgust']
"RT @M0hamed__Allam: في واحدة هنا كل صورها لازم تفتح بوقها ""قال يعني كدة سيكسي"" انا بفكر نعملها جروب زي يورجن كلوت https://t.co/k34U29Pz7L",['Disgust']
RT @LindauerRoxann: يستريح زوجة الأب الغرفة مقاومة مؤخرة زوجة الأب الكبير #sَُex #seَُxy #dun #سـكـــسًْ #سِِكُسْ_كتَاب,['No emotions']
"ولأ العيال شكلهم مش سرسجية ولا حاجة ونوع الرقص ده مش لطبقة ""السرسجية"" بس",['Disgust']
@Columbuos اصلا اكتشفت انهم مادرسو الجغرافيا ومعلوماتهم ضعيفه فيها مايعرفو مساحه والحدود والبحار والجزيره بس كلام يكرروه زي البغبغاء,['Disgust']
RT @elesiry_77: مرحبًا بكم في باريس ، فرنسا الفار الطباخ و عائلته 😁 https://t.co/isni3oVxml,['Love']
RT @skandal_janda: الزوجة العربية المؤخرة الكبيرة في الفندق - الجزء الاول - #seَُxy #sَُex #dun #سَُــكَُـسَُ #سكُُس_عرُُُبي,['No emotions']
أخيرًا لقيت محتوي علي اليوتيوب مسلي فشخ أشوفه وانا باكل,['Joy']
RT @CorettaEbright: خذ صديقتك إلى المنزل واجعل الحب - الجزء الثانى - #sَُex #seَُxy #سـكـــسًْ #سكُُس_عرُُُبي,['No emotions']
@drrabee69 طول ما الحمار ساكت العربجى هيفضل يزود الحمل عليه,['Disgust']
@elsakopio8 مع بلحة مش حتعرف كم بلوة وقعت علي 🧠 🤣,['Disgust']
@Hnewsq8 بكرا منشوف المعدات الطبية بسوق الحرامية,['Disgust']
@_____Aamed المشكله مو بهذا الكذاب المشكله اكو مطايا تصدقه,['Disgust']
ويبلغ معدل تصريفه السنوي من المياه 258 مليون متراً مكعباً، يلتقي اللدان مع نهر بانياس بعد 4 كم من قرية منصورة الفلسطينية «المدمرة» ثم يتحد بعد ذلك مع نهر الحاصباني ليشكلوا الثلاثة بداية نهر الأردن أو ما يسمى بنهر الأردن العلوي. #بلادي #أنهار_فلسطين,['No emotions']
"العالمية الثانية .. وفي خطاب لهتلر قال أنه سيصنع للالمان إلها يعبدونه في الارض بدل الله !! , إنه الوطن الالماني .. في سبيله يموتون ومن أجل عزته ورفعته يضحون !!! طبعا الوطن وثن معبود كالـــصنم .. لا ينطق. ومن يتحدث باسم الوطن هم السياسيون الذين يمثلون الكهان بالنسبة للصنم ...",['No emotions']
تم اعتماد قوانين خاصة في بعض المناطق في السويد، التي تجمعها جذور تاريخية قوية مع الأقليات القومية، تسمح للأفراد باستخدام لغات قومية سامي والفنلندية وميانكيلي في التعامل مع السلطات الإدارية والمحاكم. للأطفال المنتمون للأقليات في السويد الحق في تلقي التعليم بلغتهم الأم. (5),['No emotions']
آيات من قرآن الشيعة غير المحرف 😱 شااااهد قبل الحذف #shorts #short #الشيع... https://t.co/CvAQJnHQH1 via @YouTube,['No emotions']
@bu4D4 @True_dreamer1 @cvx97i ما فعله الترك اقل من ما فعله العرب ببعضهم وتعرف تماما من اقصد الدولة العثمانية المجاهدة جاهدت في الله حق جهاده برا وبحرا في كل شبر من الارض والظلم الذي وقع في الاخير هو كما يعتري اي دولة ووقع مثله في كل الدول,"['Love', 'Trust']"
@mohamdAlshaikhi @itti_e2 @3zoozvic @DAMAC_CLUB @AlNassrFC طبعا معنا الي انبطح لنا الموسم الي فات عشان ما ياخذ الاتحاد الدوري وشجعنا رغم انني طارده من ثلاث بطولات هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ذ,['Disgust']
@ahmedabdumaher جميع كتب الطابعة للسنة. الشيعة لا أساس لها من الصحة.. لانها تمت كتابتها من قبل مستشرقين عربين بقيادة نابليون بعد غزوه إلى مصر. وقام بتحريف كثير من الاسلام .. وألفوا لهم احاديث وفصص إسلامية للسنة والشيعة ... وهذه هي الحقيقة . حتى سيرة وقصص الصحابة جميعا من تأليف مستشرقين,['Disgust']
@Spichel6 بالله هل في احد ينطرب على صوته؟!!. والا في احد يسمع اغانيه لسع متعب نفسه ومسوي ألبوم اتوقع محد ينطرب على صوته غير النصراويين نفسهم بس,['Disgust']
@abaabood اليهود هم اليهود لن يتغيروا لكن الطمع في جزيرة العرب سيكون آخر أمانيهم بإذن الله,"['Optimisim', 'Disgust']"
@MofaQatar_AR هل تحتاج العاملة المنزلية من الجنسية الفلبينة تأشيرة دخول لقطر من السعودية برفقة عائلة سعودية عن طريق المنفذ البري ام ان المقييمن بالسعودية لا يحتاجو لتأشيرة؟,['No emotions']
@MaraviIIa_ ستين تغريدة ورى بعض؟؟ ورى ما تذكر الله بس يكفي خمسة ليفربول,['Love']
كانت هذه السنوات (1899 – 1914) بمثابة مخاض شاق خرجت منه الكويت وكأنها وليد كامل النمو، انفصل عن شرعية علاقته بالدولة العثمانية، الخليج العربي المعاصر من الهيمنة البريطانية إلى الاستقلال للدكتور أحمد زكريا الشِّلق #ذات_السلاسل https://t.co/4sdAnSy4KR https://t.co/8hA4ibETtP,['No emotions']
السويديون حقوقًا متساوية لجميع المواطنين مما أدى إلي تحرر للجالية اليهودية السويدية سياسيًا واجتماعيًا واندماج العديد من الأسر السويدية اليهودية بالكامل في المجتمع السويدي. وفي أوائل القرن العشرين ، هاجر عددًا من اليهود من روسيا إلي السويد وأصبح عدد اليهود في السويد حوالي (16),['No emotions']
"@doaa_dobi في رأيي المتواضع يادعاء ، هكذا امة ستتجه للفضاء بسالوهمي ، مالنا غير مقولة الو الطيب "" يا أمة ضحكت من جهلها الأمم """,['Disgust']
@GunsnRosezzz @j1lah @meretbetah ذا عربي يلبسونه قبائل الرشايدة المهاجرة في إثيوبيا ومصر ارتريا والاردن شفتي كيف https://t.co/8oWquh2U45,['Trust']
@samirobeid8 استاذ سمير شعجب بريطانيا استلمت ملف العراق وشنو تعاملها تجاه إيران وعملاؤها,['No emotions']
@502abosaod هل تحتاج العاملة المنزلية من الجنسية الفلبينة تأشيرة دخول لقطر من السعودية برفقة عائلة سعودية عن طريق المنفذ البري ام ان المقييمن بالسعودية لا يحتاجو لتأشيرةوماهي الاجراءات المطلوبه لدخول العامله من السعوديه الى قطر,['No emotions']
مستحيل يالعشق يا جماهير روما استقبلوه استقبال ملكي مافي ولا لاعب بالتاريخ حظى به مثله كل مباراه حضور جماهيري فل والأعلى منذ اخر اسكوديتو لهم حطم الرقم القياسي المسجل باسم رونالدو في مبيعات القمصان بيوم واحد هذا الحب والتقدير يستحقه ديبالا بلا شك 🧡💎 https://t.co/bD4ZGmgtuM,"['Love', 'Trust']"
@alshayakhliu1 ذنبكم الوحيد من شيعة علي ابن ابي طالب ع والعدو والق١تل السعودية,"['Sadness', 'Disgust']"
مشاركة في مدينة تل تمر في ذكرى مقاومة الخابور وهي ذكرى الابادة والتهجير لشعبنا السرياني الاشوري من قرى الخابور من قبل تنظيم داعش عام ٢٠١٥ https://t.co/b1WSHvlvbR,['Sadness']
@MALHACHIMI التاريخ شاهد منذ القدم كيف يريدون ارضاخ مصر و كل الحركات و اللعب واضحه الها اخر حصن للعرب,['Trust']
#يا_كبرنات_فرنسا أكبر خطأ يرتكبه إنسان عاقل في حق نفسه أن يناقشكم،ولكن أقول لكم هذا و الزمان بيننا إن حيينا إن شاء الله:سنسترجع كل أراضينا المسلوبة شبراً شبراً. https://t.co/42TLuPcxkJ,"['Disgust', 'Trust']"
@mohamedfares07 زي ما صن داونز اتعادل باقل مجهود دي حاجه الزمالك اتغلب من فرقه ليها تاريخ طويييييل في افريقيا لا يقل عن الاهلي والزمالك .....لكن الاهلي اتغلب من الهلال .....قولي انت بقا ايه تاريخ الهلال🤔🤔,['Disgust']
الاستهداف الايراني للمملكة الاردنية مستمر وفي تصاعد واضح رغم التكتم الاعلامي … الحدود مع سوريا جبهة ساخنة وبشكل يومي … من الأمور المسكوت عنها لكنها خطيرة للغاية,['Fear']
اذا كانت فرنسا هي ام الجزاءر وان المغرب زوجها وكل المؤسسات فرنسية من السماء و الارض و تحت الارض يتحدثون و يلبسون و ياكلون فرنسي و يفكرون و يدرسون و يهيؤون ابناء و احفاد و جيل تابع 100/100للفكر الفرنسي و كان فرنسا مازالت تستعمرنا,['Disgust']
RT @covid19010: ⚡قوات خاصة روسية تسيطر بشكل كامل على بلدة بيرخوفكا قرب أرتيموفسك (باخموت),['No emotions']
__☘️_ 🔸فتاوى إسلامية نهى صلى الله عليه وسلم عن اتخاذ القبور مساجد وحذر من هذا وبين أنه من عمل من كان قبلنا من اليهود والنصارى وهو عمل مذموم ملعون فاعله لكونه من وسائل الشرك، [ابن باز، فتاوى نور على الدرب 106] __,['No emotions']
خلال هذه الفترة الزمنية من التاريخ، كان هناك العديد من حكام إيران، من أسطورة كيومرث إلى الحاكم الساساني يزدجرد الثالث. الشاهنامة هي قطعة من الأدب وسجل تاريخي. إنها تعطي معلومات مهمة عن ماضي إيران وثقافتها وأساطيرها. https://t.co/nEm1wRcbw1,['No emotions']
@mog_china كفاءة و معلومات المخابرات الأمريكية لها شواهد كثيرة مثل أنبوب كولن باول و أسلحة سوريا الكيماوية و وووووو .... أميركا تخترع الكذبة و تصدقها و تدمر البشر و الحجر !!!!,['Disgust']
العسكرة عند الانظمة العربية قائمة على غرس الاذلال والانكسار في نفس المجند العربي لانها لا تريد مقاتل عقائدي بل مجرد حارس أمن موظف لذلك لم انصدم من مشاهد تعذيب وكسر وضرب الفتيان الصغار في ما يسمي #الخدمة_الوطنية #قطر https://t.co/ehvfNvV7fp,['Disgust']
@figs111 @falc0n_91 المقطع لابو خالد وباعترافه ، لكنه مُجتزأ كان يقصد شيعة البحرين اللي يبايعون غير ولي امرهم (يتبعون ولاية الفقية) هؤلاء خونة لاوطانهم لكن الشيعة اللي ولائهم لِولاة والنعم فيهم. ولو فيهم خير جابوا المقطع كامل لكنهم ما يجرؤون.,"['Disgust', 'Trust']"
@AJArabic أستغرب من الي يرفضون أي جلسه مع الصهاينه و يعتبرون من يقوم بهذا عدو قومي الرسول ﷺ جلس مع أكابر أعدائه من قريش و في صلح الحديبية تفاوض مع أفجر فجارهم إسرائيل واقعياً دولة قائمة و ليست إلى زوال على المدى القصير، فلا ضير في الجلوس معهم و مناقشتهم و التفاوض معهم تحسيناً للواقع,['No emotions']
@azzarnoki لكن الحقيقة تقول ان من باع فلسطين هو من اعطي الحجاز وعسير وتمدد على حساب من تم توطينه في غور الاردن التاريخ لنا وعلينا ولو رضي من قبل بالاردن بيع فلسطين، لكان حاكما على نجد وعسير علاوة على الحجاز التي كان يحكمها، وهذه لا يعفيه من خطيئة الثورة الكبرى، تلك التي تشبه ثورة توكل 11,['Disgust']
@Abu_Malek_20 ابرهه الاشرم كان نصراني ويعرف قبل نزول القرأن ان اول من رفع القواعد هو ابراهيم عليه السلام فحاول التدليس باستغلال تشابه اسمه باسم ابراهيم عليه السلام وبنى القليس بصنعا لتكون بديلا عن البيت الحرام وأول ذلك بانها هي الكعبة الاولى وان لا كعبة قبلها وهو اول من رفع قواعدها فاخزاه الله,['Disgust']
@S82_96 @kamnapp @kuna_ar @Moi_kuw @MOFAKuwait حلو الحين صارت السالفه بس علم يعني العسكري ما قالك ايرانيه؟ ليه تكذبين,['Disgust']
باذن الله تعالى يخسرون اليوم ويطلعون من البطولة,['Optimisim']
@EdyCohen لكن حماس لكم بالمرصاد وهناك ١.٧ مليار مسلم عينه على القدس الشريف ونقرأ آيات الوعد بالقدس منذ ١٤٠٠ سنة وكلام الله سيمضي و نافذ ولو كره الكافرون,['Trust']
والجدير بالذكر أن الكوفة وهي من الاراضي المقدسة والتي تعد مهدًا للتشيع ومعقلاً للناصبة كانت تتكون من العديد من الانسجة قبلية والاتجاهات السياسية والمذهبية المختلفة؛ هذا ما جعل لها صورتان تاريخيتان مختلفتان احدها تصور أهلها كأنصار موالين لاهل البيت والصورة الاخرى كخوىْة مىْافقىِن.,['Disgust']
@amdbgaf وشبيهم العباسيين تره ابو جعفر المنصور كان ينعى اهل البيت صلوات الله عليهم بهذا الوقت يسمى رادود ، المأمون العباسي سجن وعذب امام الديانه البكريه احمد بن حنبل في بغداد، العباسيين شيعه ولكن بيهم بتريه كثر ، جميع بني العباس متفقين الخليفه الاول علي ابن ابي طالب ، يتبع,['Trust']
@TiroxF @Kimo_Te39 @Walid_AR10 شفتي كيف انتي قلتي صعب برشلوني يقولها يعني تدرون انو جمال افضل بس صعب تعترفون,['Disgust']
@mamoun1234 لا نعرف مين اللي ركب السادات امريكا قالت للسعودية وتحديدا لصديقها كمال ادهم الذي كان السادات صديقه تضغط على عبد الناصر ليكون السادات نائب للرئيس وهو ما حصل بعدها باشهر مات ناصر وامريكا حركت رجالها في الجيش يدعموا السادات يا عزيزي امريكا تحكم العالم منذ قنبلتي هيروشيما وناجازاكي,['Trust']
بعض القنوات العربية لا تمت إلى العرب بشيء ، هي قنوات أجنبية بمسمى عربي، أخبارها وتغطياتها ومواقفها ومقابلاتها وتحليلاتها كلها من منظور غربي أمريكي بحت، لم نعد نسمع شيئا مما يهم العرب وقضاياهم وسبل حلها، حتى الرأي الآخر غير موجود، فضلا عن الستر والحشمة لدى مذيعاتها,['Disgust']
فعلاً الطب للمصريين. من أيام الفراعنة وهم الطب ملعبهم وكان عندهم علم الطب المتقدم من ذاك الزمن اللي وقتها محد كان يدري بهوى دار الطب وشلون الإغريق وغيرهم بكل برود ياو وباقو ونسبو كل شي لنفسهم، واجوف اليوم شكثر دكاترهم شطار واذكياء وعباقرة !,['Trust']
تگول جاي يبيع ملابس بصحراء قريش في بداية البعثة مو تسعينات القرن العشرين بس رغم كل هذا الزمن جان زمن خير والجار يحب جاره وهذا هو مربط الفرس https://t.co/YpIN7VR0H8,"['Optimisim', 'Disgust']"
RT @Rd_fas1: الحكومات العميلة للغرب هي من تدمر مجتمعاتها عن عمد، الحمد لله على الإمارة الإسلامية https://t.co/uMOI5Zq4oB,"['Love', 'Disgust']"
@hamidalsaedi الاطار يمشي حسب الاوامر.وامريكا وحليفتها ايران تريد بيت ليغوا.,['Disgust']
@kamal_izz لا يجب تصديق الاعلام العبري بشتى انواعه.. لانو دايما هدفه الوحيد يعمل فتنه بين الشعوب العربيه وخاصه بين الفلسطينيين لحتى يعمل صدع بينهم ليقدر يسيطر عليهم.. كتير خطا ننشر اخبارهم.. لازم نكون اوعى من هيك مع كل احترامي..,['No emotions']
🟢-الاسطورة هو: *ضرار بن الأزور *عندما هجم على جيش الروم بمفرده.* 🟢-الاسطورة هو: *خالد بن الوليد *عندما هجم على صفوف الكفار واختطف قائدهم وعاد الى صفوف المسلمين سالما.* 🟢-الاسطورة هو: *الخليفة عمر بن عبدالعزيز *الذي احتاج الى اقل من عامين ليطوف بعدها بالزكاة،فلا يجد من يأخذها,['No emotions']
@HoseinMortada المستهجن موقف الكويت أما قطر فبتكليف من السلطان أردوغان لحريمه سترضخ وأما المغرب فلنرى ما يريده نتنياهو,['Disgust']
@GamalSultan1 اسمه الاحتلال العثماني . و بعدين هو لما الاغا يتكلم عن ولي نعمته هيقول ايه غير كدة؟؟,['Disgust']
@missdior456 1952م لم يكن تغيير حكم من ملكي الي جمهوري، بعده قامت دوله بنظام وحدود سياسيه مختلفه(مصر والسودان)مثل تشيكوسلوفاكيا اصبحت دولتين تشيك وسلوفاكيا مصر كانت ولاية تدفع الجزية لتركيا حتى 1956م، ومستعمره حتى منحتها بريطانيا الاستقلال 1956م(واعتبرت ناقصة) ، عمرها اكيد اقل من 71 سنه,['Love']
دوروا غيرها ،،، #الهلال حقق دوري الأبطال قبل فصل الشرق عن الغرب مرتين وبعد الفصل مرتين !! #الهلال_الدحيل #دوري_ابطال_اسيا2022,"['Disgust', 'Trust']"
@Hber_iq من هم اهل البيت رضي الله عنهم وأين يتواجد أحفادهم ؟ وهل الخميني وخامنئي من نسلهم ؟,['No emotions']
RT @samershaker1909: @lgryb85444272 احتفظ ب ذڪرياتك عن بغداد بماضيها الجميل وابتعد عن بغداد الفرس والعمالة والفوضئ,"['Love', 'Disgust']"
@mimoyaamimo انا ما بهمني شو بقول وئام وهاب انا بهمني شو عم يعمل ليساند بقاء المسيحي في لبنان ؟وئام وهاب تابع للمحور الايراني الارهابي في لبنان وقد ما يكتر الماكياج حقيقته واضحة,['Disgust']
@ActionMa3Waleed اهاااااااا (كأس الكؤوس الاسيوية وكاس السوبر الآسوي )اللي جابها النصر من كوبا امريكا😁 برنامج فاشل يحارب النصر ويحاول طمس انجازاته النصر تاريخ ومجد وكيان عظيم,"['Disgust', 'Trust']"
@YlZOmyO9h2ONZEV @aboalamirb مسلسل معاوية والقائمين عليه أعداء للإسلام و على رأسهم الباطني أيمن زيدان فكيف سيعطي صورة حقيقية عن سيدنا معاوية رضي الله عنه؟!,['Disgust']
@kumail0iqo @Mp_M_Alhazmi فما تنقص ال البيت مثل الروافض في كذبهم عليهم. ولهذا قال الإمام علي بن الحسين رضي الله عنه. لهم (احبونا حب الإسلام ولا تحبونها حب الاصنام فما زال حبكم بنا حتى صار علينا شينا)اي عارا اما اهل السنة.فمن اصول عقيدتهم. محبتهم والترضي عنهم والدعاء لهم وان لهم حقين حق الصحبة وحق القرابة,['Disgust']
@Ahmdalmaimoni دولنا تستطيع حل مشكلتهم ولكن اعتقد اوامر من دول استعمارية لتظل المشاكل تؤرق دولنا مدى الحياة 🥺 والله أعلم,['Sadness']
"@tarekabulhassan هم على مايبدو يريدون تطبيق مبدأ الغرب الشهير مع اهل السُنّة ""فرّق تسد""",['Disgust']
@MAGhandor @m_t_____zll بالعكس الأمريكي يعلمهم حب الوطن. بس هم حبهم لايران وبس,"['Disgust', 'Trust']"
@ammstfy66824133 هو انتى عايشه معانا فى كوكب مسر ولا عايشه فى كوكب جمهورية اليبان العربيه,['Surprise']
مستنق الكويت .. الفخ الامريكي لصدام ذهب ضحيته الشعب والجيش العراقي وباقي دول المنطقة .. #الذكرى_٣٢_لانسحاب_الجيش_العراقي_من_الكويت https://t.co/RucKH1IWll,['Sadness']
تتكون المنطقة حاليًا من 6852 جزيرة، لكن هذا الرقم يعود إلى دراسة أجريت عام 1987 بواسطة خفر السواحل الياباني. لكنهم اكتشفوا وأكيد بمحض الصدفة كالعادة 7000 جزيرة أخرى تابعة لليابان😅 هل اقمارهم الصناعية لا تمر فوق اليابان كي تصور هذا الكم الهائل من الجزر المنسية😏 أليست أرضنا صغيرة https://t.co/7LjDRUg6Db https://t.co/okivtH58Dc,['Surprise']
@km92om @TheUKAr هاذي افعال مخزيه وتشويه لصورة الاسلام عند الغرب يمتحلفيين وش ترتجي من شخص يدعي بحق الحسين,['Disgust']
@Dr_mfh_1972 الاخواني والعلماني والليبرالي والجامي والحوثي والنصيري والنسوي .. يجب التحذير منهم جميعا فهم اعداء يجب التحذير منهم .. بلدنا وقادتنا خطر احمر .. عرب الشام فيهم حقد على السعوديين مهما اظهر لك من الود والمحبة الا من رحم الله .. لا اعلم سبب ذلك,['Disgust']
أمريكا تتحرش بالجميع على إمتداد الكره الأرضيه ...!! إستعراض للقوه وإمعانا في الظهور بأنها هي التي تتحكم بالعالم .. !! السؤال : في إمكانيه لوقفها عند حدها ؟ أو لتكن مشيئة الله وتندلع الحرب المدمره . https://t.co/HBgAk7znkK,['No emotions']
بعد مرور عام على الغزو الروسي لا تزال الولايات المتحدة تتصدر العالم في المساعدات الثنائية المرسلة إلى أوكرانيا وفقًا لمعهد كيل للاقتصاد العالمي وهو معهد أبحاث ألماني يتتبع أكثر من 150 مليار دولار من المساعدات لأوكرانيا من يناير/كانون الثاني 2022 حتى 15 يناير من هذا العام. https://t.co/IOagMoYp45,['No emotions']
@rafi999_ @AimanUTD @forcabarca_ar ياخي برشلونة وقتها لا يقهر والله لو جبت نجوم العالم لسحقهم برشلونة في ذيك الفترة خلينا نقول ان ميسي سبب من الاسباب تمام لاكن برشلونة من خط وسط ودفاع و هجوم و مدرب كان فريق خيالي و لن يتكرر ولو بعد مئة سنة,['Trust']
🌴 الدولة العثمانية🌹✅ كانت أكبر وأبقى دولة أنشأها قوم يتكلمون اللغة التركية في العهود الإسلامية وهي إلى جانب ذلك أكبر دولة قامت في قرون التاريخ الإسلامي المتأخرة ✅ امتدَّت فتوحاتها إلى ثلاث قارات هي : آسيا وأوروبا وإفريقيا وتركت بصمات قوية في تاريخ العالم عامة والإسلام خاصة,['No emotions']
عودة #سورية للحظن العربي يكون شكلياً فقط ، سورية لم ولن تخرج من الساحة العربية إلا في نظر أتباع الوصايا الغربية الذي نجحوا في تدميرها ونهب ثرواتها.,['Trust']
أبو عبد الرحمن معاوية بن أبي سفيان الأموي القرشي، من أصحاب الرسول محمد وأحد كتّاب الوحي. سادس الخلفاء في الإسلام ومؤسس الدولة الأموية في الشام وأوّل خلفائها فشيء طبيعي الشياطبن ماتحبه لأنها تهابه وتخافه حتى وهو في قبره😅 #معاويه_نعال_المومنين,['Love']
المتعاطف مع القضية الفلسطينية كالمتعاطف سابقاً مع الحرب السوفيتية الأفغانية في الثمانينات ملف سياسي ضحاياه من الشعوب الساذجة .. https://t.co/MVOv3fu4Pk,['No emotions']
@mo93fa20 الله المستعان لا يكون تسبب في سقوط الدولة العباسية أو سقوط الأندلس أم كان جاسوس للدولة الصهبونية الله يخلف على أمة محمد بخير .,"['Sadness', 'Optimisim']"
